OBJECTID,Location
18291578,35 STERLING ST
18291579,33 STERLING ST
18291586,8 BEAUMONT RD
18291599,16A CORRINE ST
18291601,82 VALMOR ST
18291602,84 VALMOR ST
18291610,428A LAKE AVE
18291612,454 LAKE AVE
18291619,158A-158B APRICOT ST
18291643,85A SOUTHGATE ST
18291653,1438 GRAFTON ST
18291679,17 WISTERIA ST
18291691,464 LAKE AVE
18291693,1488 MAIN ST
18291694,28 APRICOT ST
18291711,11 JACQUES ST
18291730,17A LOUISE ST
18291731,17B LOUISE ST
18291763,305 BELMONT ST
18291764,2 MERCANTILE ST
18291773,55 LAKE AVE NORTH
18291787,8 WILLVAIL ST
18291791,117 STAFFORD ST
18291792,117S TAFFORD ST
18291800,687 MILLBURY ST
18291817,3 ECHO ST
18291819,6 KELSEY DR
18291820,4 KELSEY DR
18291822,12 KELSEY DR
18291823,10 KELSEY DR
18291824,8 KELSEY DR
18291840,22 BOYDEN ST
18291849,14 KELSEY DR
18291850,354 MASSASOIT RD
18291852,30 SANDRA DR
18291853,28 SANDRA DR
18291857,2 MARISSA CIR
18291858,1 MARISSA CIR
18291861,27 BALIS AVE
18291862,33 BALIS AVE
18291869,10 BEVERLY COVE
18291870,11 BEVERLY COVE
18291871,3 BEVERLY COVE
18291872,4 BEVERLY COVE
18291873,2 BEVERLY COVE
18291874,6 BEVERLY COVE
18291875,8 BEVERLY COVE
18291876,12 BEVERLY COVE
18291877,5 BEVERLY COVE
18291878,7 BEVERLY COVE
18291879,9 BEVERLY COVE
18291880,13 BEVERLY COVE
18291881,4 MARISSA CIR
18291882,6 MARISSA CIR
18291883,8 MARISSA CIR
18291884,9 MARISSA CIR
18291885,7 MARISSA CIR
18291886,5 MARISSA CIR
18291887,3 MARISSA CIR
18291889,10 MARISSA CIR
18291925,26 EL CANEY RD
18291926,24 EL CANEY RD
18291927,20 EL CANEY RD
18291928,22 EL CANEY RD
18291958,5 SENECA ST
18291959,7 SENECA ST
18291962,13 EPWORTH ST
18291970,33 WHIPPLE ST
18291972,31 WHIPPLE ST
18291978,6A SVENSON AVE
18291984,177 SOUTHWEST CUTOFF
18291987,16 HAVANA RD
18291995,66 ST. LOUIS ST
18292000,100 UPLAND ST
18292001,96 UPLAND ST
18292002,92 UPLAND ST
18292003,45 STEELE ST
18292013,110 ST. LOUIS ST
18292018,40 NYLAND ST
18292046,2A MONTELLO ST
18292087,91 MALDEN ST
18292094,251 PLANTATION ST
18292121,397B MILL ST
18292122,397A MILL ST
18292137,7A RUDOLPH ST
18292138,7B RUDOLPH ST
18292140,161 BROOKLINE ST
18292145,48 CHRISTINE ST
18292146,46 CHRISTINE ST
18292154,20 JOHNSON ST
18292155,20 JOHNSON ST
18292156,20 JOHNSON ST
18292157,20 JOHNSON ST
18292158,20 JOHNSON ST
18292161,172 BROOKLINE ST
18292164,729 BURNCOAT ST
18292176,3R OBIN RD
18292178,6 HILLCROFT AVE
18292193,14 WHISPER DR
18292201,10 EGAN AVE
18292202,7A-7B SIMONE ST
18292203,7ST. MARK'S RD
18292210,174P LANTATION ST
18292211,660-662 FRANKLIN ST
18292213,20 TAINTER ST
18292219,22 BOYS & GIRLS CLUB WAY
18292220,2A-2B GARDNER TER
18292224,20 DEEPDALE RD
18292232,50-52 QUEEN ST
18292238,33B QUEEN ST
18292244,21B QUEEN ST
18292245,19A QUEEN ST
18292246,19B QUEEN ST
18292247,21A QUEEN ST
18292254,150 HARRINGTON WAY
18292259,75 GROVE ST
18292260,10 LINCOLN ST
18292263,3B TYSON TER
18292265,8 CARRIAGE HOUSE LN
18292267,16 FALES ST
18292268,31B ACTON ST
18292269,31A ACTON ST
18292274,3 CASCADE RD
18292276,42B CHESTER ST
18292281,255 PLANTATION ST
18292332,58B APTHORP ST
18292333,58A APTHORP ST
18292340,80 MAYFIELD ST
18292348,23 unit 5-8 BOTANY BAY RD
18292363,146 MORELAND ST
18292366,133A-133B PLANTATION ST
18292368,54 BRATTLE ST
18292369,22 WOODCLIFFE AVE
18292371,21 ANGELO ST
18292373,16 CADORNA RD
18292383,16 WHISPER DR
18292384,34 LANESBORO RD
18292387,26 RENA ST
18292390,3A ARDMORE RD
18292394,36 LANESBORO RD
18292395,5 ANGELO ST
18292396,44C ARPENTER AVE
18292398,52 BRATTLE ST
18292400,67G ARRISON AVE
18292402,733 FRANKLIN ST
18292404,1TOBIAS BOLAND WAY
18292405,11TOBIAS BOLAND WAY
18292406,385 PLANTATION ST
18292416,893G RAFTON ST
18292422,210 PERRY AVE
18292424,5 TACONIC RD
18292426,8 GREENHALGE ST
18292429,280B WILDWOOD AVE
18292431,61 SWAN AVE
18292439,155 OLEAN ST
18292441,2 LEBANON ST
18292447,29 BALTIC RD
18292448,6L EBANON ST
18292450,11 POCASSET ST
18292529,269 BROOKS ST
18292532,135 COMMONWEALTH AVE
18292534,50 ADAMS ST
18292535,3 SOPHIA DR
18292541,299 LINCOLN ST
18292544,32B PINE HILL RD
18292552,525 MASSASOIT RD
18292556,9 POCASSET ST
18292557,60B APTHORP ST
18292558,60A APTHORP ST
18292565,48 WILKINSON ST
18292567,2 CARVER ST
18292576,1088A-1088C WEST BOYLSTON ST
18292577,4 GREENHALGE ST
18292592,11 CARRIAGE HOUSE LN
18292593,651C PLANTATION ST
18292594,651A PLANTATION ST
18292598,27 BUCKLEY RD
18292599,29 BUCKLEY RD
18292606,42 CARPENTER AVE
18292607,49 BULLARD AVE
18292627,60A SUFFOLK ST
18292628,32 FIELDING ST
18292632,37B OSTON AVE
18292639,8 GAYLORD ST
18292647,16 PARK TERRACE RD
18292648,9 KENBERMA RD
18292651,1 SOHEILI CIR
18292655,23A ELECTRIC ST
18292656,1M ALDEN TER
18292664,6 GAYLORD ST
18292674,137C COMMONWEALTH AVE
18292675,137D COMMONWEALTH AVE
18292678,17A JENNINGS ST
18292679,17B JENNINGS ST
18292682,19A JENNINGS ST
18292690,84 BOWKER ST
18292703,53 BULLARD AVE
18292704,46A DOMINION RD
18292706,46B DOMINION RD
18292714,22B SHERER TRAIL
18292717,651B PLANTATION ST
18292718,90 UPLAND ST
18292719,94 UPLAND ST
18292720,98 UPLAND ST
18292721,212 SUMMER ST
18292729,1 RODI CIR
18292734,15A PARK VILLA AVE
18292737,19 LADYBANK RD
18292742,22 ANNISQUAM ST
18292744,64-66 DUSTIN ST
18292745,236 JUNE ST
18292748,25 SOUTHGATE ST
18292750,27 FROTHINGHAM RD
18292754,30 WILLARD AVE
18292756,33 EVELYN ST
18292758,267 HARRINGTON WAY
18292759,40 YUKON AVE
18292763,3B CORRINE ST
18292766,69 CHINO AVE
18292768,72 BOYD ST
18292770,6 MOUNT AVE
18292772,86 BOWKER ST
18292775,89B MOUNTAIN ST EAST
18292776,31 EVELYN ST
18292785,11 GREENCOURT ST
18292788,15 MORELAND ST
18292789,517 PARK AVE
18292791,27W RENTHAM RD
18292792,146-152 BLACKSTONE RIVER RD
18292793,1 AURORA ST
18292794,2 MOUNT AVE
18292796,3 AURORA ST
18292798,10 HAZEL ST
18292801,16 COBURN AVE
18292804,8 HAZEL ST
18292806,12 CRILLON RD
18292814,18 BULLARD AVE
18292816,17 WHEELER AVE
18292817,177 LUDLOW ST
18292819,30 BULLARD AVE
18292826,13A PRENTICE ST
18292830,145 OLEAN ST
18292832,160A HOUGHTON ST
18292838,435 SHREWSBURY ST
18292840,64 TORY FORT LN
18292855,137B COMMONWEALTH AVE
18292856,137A COMMONWEALTH AVE
18292865,73 TOWNSEND ST
18292872,5 SOUTH MAXWELL CT
18292876,3A MAXWELL ST
18292878,20 WHISPER DR
18292885,89A MOUNTAIN ST EAST
18292886,29 EVELYN ST
18292894,31A-31C CAROLINE ST
18292899,49A PINE HILL RD
18292905,2 CARTER WAY
18292907,2 FARM ST
18292909,4 FARM ST
18292916,10 ROCKWELL ST
18292917,11 WOODCLIFFE AVE
18292921,16 CASTINE ST
18292931,16A KENNEBEC ST
18292932,16B KENNEBEC ST
18292933,17 BOXFORD ST
18292942,23 ARBUTUS RD
18292943,22 VALLEY HILL DR
18292944,21 COLONIAL RD
18292952,33 NATURAL HISTORY DR
18292954,31 BENSON AVE
18292957,34C ARPENTER AVE
18292958,217 LAKE AVE
18292971,939 MAIN ST
18292974,49 WYOLA DR
18292983,304 PARK AVE
18292989,9 MYRNA RD
18292991,12 BALMORAL ST
18292998,14 CRILLON RD
18292999,185 OLEAN ST
18293001,667 PLEASANT ST
18293007,17 HASKINS ST
18293011,672 BURNCOAT ST
18293014,48 STANDISH ST
18293017,13 PAPER BIRCH PATH
18293063,49B PINE HILL RD
18293064,5 AURORA ST
18293075,12 QUISSETT ST
18293079,21 SALISBURY ST
18293085,84 KING PHILIP RD
18293089,80 GOLD STAR BLVD
18293102,19 BRIARCLIFF ST
18293108,265A GRAFTON ST
18293111,1C ANTERBURY ST
18293113,151S ALISBURY ST
18293121,65 PULLMAN ST
18293141,7 SOUTH MAXWELL CT
18293143,11 SOUTH MAXWELL CT
18293148,2B URNCOAT HTS
18293149,4 BURNCOAT HTS
18293151,6 MOHICAN RD
18293153,5A HAVANA RD
18293160,3B MAXWELL ST
18293161,3C MAXWELL ST
18293163,3 SMITH LN
18293164,36 TORONITA AVE
18293165,280A WILDWOOD AVE
18293169,15 WHEELER AVE
18293172,6 NUTTALL LN
18293173,4 NUTTALL LN
18293178,231 MOUNTAIN ST WEST
18293184,163 HOLDEN ST
18293186,61-63 APTHORP ST
18293190,31 SHANNON ST
18293191,29 FAIRHAVEN RD
18293193,31 FAIRHAVEN RD
18293199,54 ORIENT ST
18293200,56 ORIENT ST
18293201,58 ORIENT ST
18293202,60 ORIENT ST
18293204,9 RICHARDS ST
18293205,57 GRANVILLE AVE
18293216,15B DOUGLAS ST
18293217,15A DOUGLAS ST
18293218,17 WIGWAM HILL DR
18293220,23 CUTLER ST
18293230,331 GRANITE ST
18293231,120 COMMONWEALTH AVE
18293234,15 WIGWAM HILL DR
18293235,396B LAKE AVE
18293237,1259A GRAFTON ST
18293238,10B PARIS AVE
18293239,396A LAKE AVE
18293242,150 GREEN ST
18293244,65B RIARWOOD CIR
18293250,78 TORONITA AVE
18293253,110 HEYWOOD ST
18293254,7 WHISPER DR
18293255,11 WHISPER DR
18293266,13 RIDGE ST
18293267,15 RIDGE ST
18293268,11 RIDGE ST
18293269,18 BURNCOAT HTS
18293270,20 BURNCOAT HTS
18293272,13 BURNCOAT HTS
18293273,15 BURNCOAT HTS
18293274,17 BURNCOAT HTS
18293275,19 BURNCOAT HTS
18293277,1089B MILLBURY ST
18293279,129 DERBY ST
18293294,9 WHISPER DR
18293297,12 LADYBANK RD
18293301,5 ANDY RD
18293309,90 KING PHILIP RD
18293310,37C ORAL ST
18293312,98A-B HARRISON ST
18293360,10 WHISPER DR
18293361,43 MONTAGUE ST
18293362,219 LAKE AVE
18293364,221 LAKE AVE
18293369,336 BROOKS ST
18293370,110 APRICOT ST
18293372,7 HOUSATONIC ST
18293378,36 CUTLER ST
18293383,1089A MILLBURY ST
18293385,499 PLANTATION PKWY
18293389,34C LIVEDEN ST
18293391,174 GATES LN
18293392,176 GATES LN
18293394,11 DEVENS RD
18293395,1 GREEN ISLAND BLVD
18293396,15 BALMORAL ST
18293398,178 BROOKLINE ST
18293403,93 GRAND ST
18293405,3H ARTFORD RD
18293407,158B BEACON ST
18293410,23 ORMOND ST
18293416,22 VIVIAN ST
18293418,13 BURGESS RD
18293422,301 SWAN AVE
18293426,403 BELMONT ST
18293427,113 SACHEM AVE
18293431,34 CHRISTINE ST
18293433,3 DIGREGORIO DR
18293438,92D GRAND ST
18293441,1 LEDGEWOOD LN
18293448,3 NAPLES RD
18293450,41 MODOC ST
18293451,39 MODOC ST
18293454,77 VALMOR ST
18293455,81A VALMOR ST
18293456,81B VALMOR ST
18293460,115 DELMONT AVE
18293461,46 WHITE AVE
18293464,10 DEMARCO TER
18293465,12 BELISLE AVE
18293469,329 GRANITE ST
18293471,337 GRANITE ST
18293472,333 GRANITE ST
18293475,79 ST. LOUIS ST
18293477,31 SCENIC DR
18293479,2 WAVERLY ST
18293480,4 WAVERLY ST
18293489,668A BURNCOAT ST
18293490,668B BURNCOAT ST
18293491,461 SOUTHWEST CUTOFF
18293497,27 DREXEL ST
18293498,13 SNOWBERRY CIR
18293499,15 SNOWBERRY CIR
18293502,28B STANDISH ST
18293508,39 TROWBRIDGE CIRCUIT
18293510,37 TROWBRIDGE CIRCUIT
18293512,9 KIARA DR
18293513,11 KIARA DR
18293516,15 KIARA DR
18293517,13 KIARA DR
18293520,1 SNOWBERRY CIR
18293521,3 SNOWBERRY CIR
18293524,19 HOLDEN ST
18293526,66 CASTINE ST
18293527,62 CASTINE ST
18222834,83 COUNTRY CLUB BLVD
18225006,6 PULLMAN ST
18229985,90 COUNTRY CLUB BLVD
18230372,116 COUNTRY CLUB BLVD
18230409,99 COUNTRY CLUB BLVD
18230635,87 COUNTRY CLUB BLVD
18230713,29 PLEASANT VALLEY DR
18230736,60 COUNTRY CLUB BLVD
18230797,41 PLEASANT VALLEY DR
18231006,37 PLEASANT VALLEY DR
18231154,21 PLEASANT VALLEY DR
18231174,195 COUNTRY CLUB BLVD
18231731,20 PLEASANT VALLEY DR
18231815,78 COUNTRY CLUB BLVD
18231877,103 COUNTRY CLUB BLVD
18231879,25 PLEASANT VALLEY DR
18232015,72 COUNTRY CLUB BLVD
18232113,181 COUNTRY CLUB BLVD
18232130,193 COUNTRY CLUB BLVD
18232141,191 COUNTRY CLUB BLVD
18232190,185 COUNTRY CLUB BLVD
18232328,179 COUNTRY CLUB BLVD
18232518,33 PLEASANT VALLEY DR
18232568,40 PLEASANT VALLEY DR
18233188,165 COUNTRY CLUB BLVD
18233199,167 COUNTRY CLUB BLVD
18233223,796 SALISBURY ST
18233333,150 COUNTRY CLUB BLVD
18233339,173 COUNTRY CLUB BLVD
18233340,161 COUNTRY CLUB BLVD
18233826,67 ACUSHNET AVE
18233872,177 COUNTRY CLUB BLVD
18233981,153 COUNTRY CLUB BLVD
18234025,137 COUNTRY CLUB BLVD
18234582,125 COUNTRY CLUB BLVD
18234592,102 COUNTRY CLUB BLVD
18234627,127 COUNTRY CLUB BLVD
18234658,106 COUNTRY CLUB BLVD
18234688,141 COUNTRY CLUB BLVD
18234781,144 COUNTRY CLUB BLVD
18234931,157 COUNTRY CLUB BLVD
18235130,149 COUNTRY CLUB BLVD
18235134,147 COUNTRY CLUB BLVD
18235811,145 COUNTRY CLUB BLVD
18235812,139 COUNTRY CLUB BLVD
18235841,143 COUNTRY CLUB BLVD
18236228,98 COUNTRY CLUB BLVD
18236245,140 COUNTRY CLUB BLVD
18236260,108 COUNTRY CLUB BLVD
18236399,86 COUNTRY CLUB BLVD
18236822,82 COUNTRY CLUB BLVD
18236865,111 COUNTRY CLUB BLVD
18236978,136 COUNTRY CLUB BLVD
18237200,113 COUNTRY CLUB BLVD
18237316,107 COUNTRY CLUB BLVD
18237322,112 COUNTRY CLUB BLVD
18238622,94 COUNTRY CLUB BLVD
18245534,55 LAKE AVE NORTH
18246227,363 BELMONT ST
18253394,486 CHANDLER ST
18253569,4 NAPLES RD
18254674,2 CANDLEWOOD PL
18255346,32 WILSON ST
18257601,255 LAKE AVE
18259393,12 HIGH ST
18261366,80 HERMON ST
18274600,50 WEBSTER ST
18275822,12 CHEEVER ST
18277129,1201 GRAFTON ST
18277330,1203 GRAFTON ST
18278022,41 POINTE ROK DR
18278454,45 MCKEON RD
18278561,370 SUNDERLAND RD
18278854,29 POINTE ROK DR
18278891,25 POINTE ROK DR
18279267,245 VERNON ST
18279858,13 POINTE ROK DR
18280247,5 POINTE ROK DR
18280354,1 POINTE ROK DR
18287422,41 ASHLAND ST
18287524,1 ROSE LN
18288323,1 ROSE LN
18288328,1 ROSE LN
18288477,25 HIGH ST
18291530,17 BOYS & GIRLS CLUB WAY
18291531,33 BOYS & GIRLS CLUB WAY
18291768,368 PLANTATION ST
18291778,59 LAKE AVE NORTH
18291982,8 HJELM AVE
18293093,6 SALISBURY HILL BLVD
18293373,70 COBBLESTONE LN
18293374,72 COBBLESTONE LN
18293393,47 MONTAGUE ST
18293442,1 LEDGEWOOD LN
18293506,28 STANDISH ST
