,Style,Model,Grade,Stories,Occupancy,Exterior_Wall1,Exterior_Wall2,Roof_Structure,Roof_Cover,Interior_Wall1,Interior_Wall2,Interior_Flr1,Interior_Flr2,Heat_Fuel,Heat_Type,AC_Type,Total_Bedrooms,Total_Full_Bthrms,Total_Half_Baths,Total_Xtra_Fixtrs,Total_Rooms,Bathrm_Style,Kitchen_Style,Base_Area,Cndtn,Fdtn_Type,Bsmt_Type,Total_Kitchens,Fireplaces,Half_Bath_Grade,FndtnCndtn,Basement,PID,Location,Image,Year_Built,Living_Area,Replacement_Cost,Building_percent_Good,Less_Depreciation,Grade,Roof_Structure,Interior_Floor1,Interior_Floor2,Ext_Qual,Int_Qual,Struct_Class,Bldg_Use,Bath_Grade,Elevator,Sprinkler,1st_Floor_Use,Heat_AC,Frame_Type,Baths_Plumbing,Ceiling_Wall,Rooms_Prtns,Wall_Height,percent_Comn_Wall,Interior_Wall1,Interior_Wall2,Heat_Sys,Ttl_Bedrms,Ttl_Bathrms,Ttl_Half_Bths,Xtra_Fixtres,Bath_Style,Kitchen_Style,Kitchen_Type,Kitchen_Func,Primary_Bldg_Use,Pct_Com_Int,Atypical,Park_Type,Park_Own,Park_Tandem,FIREPLACES,Floor_Number,Base_Flr_Pm,End_Unit,Attic_Fin_Pct,Bsmt_Fin_Pct,Special_Feature,Kitchen_Grade,Residential_Units,Exterior_Wall1,Exterior_Wall2,Cmrcl_Units,ResCom_Units,Section_num,Parking_Spaces,Section_Style,Foundation,Security,Condo_Appeal,Remod_Ext,Super,Grade2,acctnum
11582,Typical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1041,8 DEAN ST,https://images.vgsi.com/photos2/WorcesterMAPhotos//\0133\P1090422_133615.jpg,,0,$0 ,,$0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-006-00017
11583,Two Family,Two Family,Average,2.1,2,Clapboard,Wood Shingle,Gable,Asphalt,Plasters,,Hardwood,,,Steam,None,6 Bedrooms,2,0,0,12,,,1452,1550,Stone,Full,,,,,,1060,7 DEAN ST,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\01\12\02-043-00149.jpg,1918,"3,016","$514,744 ",60,"$308,800 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-006-00018
11584,Converted small apt,Res Condo,,3,1,,,,Asphalt,,,,,,Water Fh,None,,,,,4,,,,,,,,,,,,1004,16 DAYTON ST # 2R,https://images.vgsi.com/photos2/WorcesterMAPhotos//default.jpg,1890,670,"$195,697 ",65,"$127,200 ",Fair To Avg,Gable,Hardwood,,,,,,,,,,,,,,,,,Plasters,,,2 Bedrooms,1 Full,0,,Average,Average,,,,14.9,,,,0,,2,,,0,0,,,5,Clapboard,,0,0,0,0,0,,,,,,,15-006-00019
11585,Converted small apt,Res Condo,,3,1,,,,Asphalt,,,,,,Water Fh,None,,,,,6,,,,,,,,,,,,1000,16 DAYTON ST # 3,https://images.vgsi.com/photos2/WorcesterMAPhotos//default.jpg,1890,"1,200","$276,465 ",65,"$179,700 ",Fair To Avg,Gable,Hardwood,,,,,,,,,,,,,,,,,Plasters,,,3 Bedrooms,1 Full,0,,Average,Average,,,,14.9,,,,0,,3,,,0,0,,,5,Clapboard,,0,0,0,0,0,,,,,,,15-006-00020
11586,Rooming House,Commercial,,2,13,Aluminum/Vinyl,,,Asph/Fbgl/Comp,Plaster,,,,,,,,,,,,,,,,,,,,,,,51563,9 DEAN ST,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\01\12\02-043-00125.jpg,1914,"4,175","$426,464 ",62,"$264,400 ",BA WOOD ST,Gable/Hip,Hardwood,,AVERAGE,AVERAGE,,FRAT/SOROR,,0,0,1220,Steam,Wood Frame,Average,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-006-00021
11587,Rooming House,Commercial,,2,14,Clapboard,,,Asph/Fbgl/Comp,Plaster,,,,,,,,,,,,,,,,,,,,,,,51562,11 DEAN ST,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\01\12\02-043-00117.jpg,1904,"5,478","$533,346 ",85,"$453,300 ",BA WOOD ST,Gable/Hip,Hardwood,,GOOD,GOOD,,FRAT/SOROR,,0,0,1220,Steam,Wood Frame,Average,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-006-00022
11588,Rooming House,Commercial,,2,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,51543,0030 DEAN ST,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\10\62\72.jpg,1996,"10,462","$901,930 ",89,"$802,700 ",BA WOOD ST,,,,AVERAGE,AVERAGE,,FRAT/SOROR,,0,0,1220,Forced Air,,Average,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-006-00023
11589,Multi Res 4-8 Units,4 - 8 Units,Avg To Good,2.5,6,Wood Shingle,Stucco,Gable,Asphalt,Plasters,,Hardwood,,Gas,Water Fh,None,8 Bedrooms,6,0,,22,,,2338,2308,Stone,Full,,,,,,1051,15 DEAN ST,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\01\12\02-043-00122.jpg,1900,"4,488","$864,646 ",74,"$639,800 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-006-00026
11590,Rooming House,Commercial,,2.5,18,Aluminum/Vinyl,,,Asph/Fbgl/Comp,Drywall/Shtrk,,,,,,,,,,,,,,,,,,,,,,,51556,17 DEAN ST,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\08\15\68.jpg,1914,"6,599","$608,153 ",75,"$456,100 ",BA WOOD ST,Mansard,Hardwood,,AVERAGE,AVERAGE,,FRAT/SOROR,,0,0,1220,Hot Water,Wood Frame,Average,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-006-00028
11591,Multi Res 4-8 Units,4 - 8 Units,Average,2.5,5,Aluminum/Vinyl,,Gable,Asphalt,Plasters,,Hardwood,,,Steam,None,7 Bedrooms,6,0,2,21,,,2130,2130,Stone,Full,,,,,,1031,24 DEAN ST,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\13\24\61.jpg,1900,"7,455","$1,018,574 ",74,"$753,700 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-006-00029
11592,Multi Res 4-8 Units,4 - 8 Units,Good,2.5,5,Stucco,Wood Shingle,Gable,Asphalt,Plasters,,Hardwood,,,Typical,None,10,5,0,,25,,,2200,2200,Concrete,Full,,,,,,1052,14 DEAN ST,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\13\24\65.jpg,1940,"5,205","$1,031,697 ",74,"$763,500 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-006-00030
11593,Multi Res 4-8 Units,4 - 8 Units,Avg To Good,2.5,6,Aluminum/Vinyl,,Gable,Asphalt,Paneling,,Hardwood,Carpet,Gas,Water Fh,None,6 Bedrooms,6,0,,15,,,1357,,Brick,Full,,,,,,1068,12 DEAN ST,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\01\12\02-043-00158.jpg,1904,"4,666","$767,215 ",74,"$567,700 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-006-00031
11594,Rooming House,Commercial,,3,15,Wood Shingle,,,Slate,Drywall/Shtrk,,,,,,,,,,,,,,,,,,,,,,,51544,32 DEAN ST,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\01\12\02-042-00049.jpg,1915,"4,049","$431,653 ",85,"$366,900 ",BA WOOD ST,Mansard,Hardwood,,GOOD,GOOD,,FRAT/SOROR,,0,0,1220,Steam,Wood Frame,Average,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-006-00032
11595,Rooming House,Commercial,,3,31,Brick/Stone,Glass,,Rubber Roofing,Drywall/Shtrk,,,,,,,,,,,,,,,,,,,,,,,51545,38 DEAN ST ,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\01\12\02-042-00052.jpg,1965,"16,006","$1,439,996 ",60,"$864,000 ",BA WOOD ST,Flat,Vinyl/Asphalt,,AVERAGE,AVERAGE,,FRAT/SOROR,,0,0,1220,Hot Water,Masonry,Average,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-007-00001
11596,Ranch,Single Family,Average,1,1,Aluminum/Vinyl,,Gable,Asphalt,Dry Wall,,Hardwood,,,Water Fh,None,3 Bedrooms,2,0,0,7,,,1960,1704,Concrete,Full,,,,,,29956,9 DEARBORN ST,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\04\47\35-019-00191.jpg,1997,"1,960","$408,720 ",87,"$355,600 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-007-00002
11597,Multi Res 4-8 Units,4 - 8 Units,Average,2,8,Veneer Brk/Stn,,Gable,Asphalt,Dry Wall,,Hardwood,,Gas,Water Fh,None,,8,0,,28,,,3828,3828,Concrete,Full,,,,,,1033,34 DEAN ST ,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\01\12\02-042-00050.jpg,1950,"7,656","$1,192,107 ",71,"$846,400 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-007-00003
11598,Conventional,Single Family,Average,2,1,Aluminum/Vinyl,,Hip,Asphalt,Plasters,,Hardwood,,,Steam,None,3 Bedrooms,1,1,0,6,,,987,868,Concrete,Full,1,,Average,,,29796,4 DEARBORN ST,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\04\45\35-014-00047.jpg,1933,"1,855","$343,661 ",74,"$254,300 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-007-00006
11599,Cape Cod,Single Family,Average,1.75,1,Aluminum/Vinyl,,Gable,Asphalt,Dry Wall,,Hardwood,,,Steam,None,2 Bedrooms,1,0,0,5,,,960,960,Concrete,Full,,,,,,29812,8 DEARBORN ST,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\04\45\35-014-00137.jpg,1965,"1,680","$316,992 ",72,"$228,200 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-007-00007
11600,Ranch,Single Family,Average,1,1,Stucco,,Gable,Asphalt,Plasters,,Hardwood,,,Water Fh,None,3 Bedrooms,1,0,0,6,,,1504,,Concrete,Crawl,,,,,,29988,10 DEARBORN ST,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\04\47\35-020-00159.jpg,1951,"1,504","$294,044 ",74,"$217,600 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-007-00008
11601,Raised Ranch,Single Family,Average,1,1,Aluminum/Vinyl,,Gable,Asphalt,Dry Wall,,Vinyl Tile,,,Electric,None,3 Bedrooms,2,1,0,8,,,1346,1300,Concrete,Full,,,,,,29843,1 DEARBORN ST,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\04\46\35-015-00046.jpg,1988,"1,346","$348,349 ",86,"$299,600 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-007-00009
11602,Ranch,Single Family,Average,1,1,Aluminum/Vinyl,,Gable,Asphalt,Dry Wall,,Hardwood,,Gas,Water Fh,None,3 Bedrooms,1,1,1,5,,,1008,1008,Concrete,Full,,,,,,18493,5 DEBORAH RD,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\03\13\21-023-0029R.jpg,1958,"1,008","$274,965 ",70,"$192,500 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-007-0000B
11603,Colonial,Single Family,Average,1.75,1,Aluminum/Vinyl,,Gable,Asphalt,Dry Wall,,Softwood,,,Water Fh,None,4 Bedrooms,2,0,0,9,,,1074,1074,Concrete,Full,,,,,,30010,18 DEARBORN ST,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\04\47\35-020-00231.jpg,1978,"1,830","$329,466 ",84,"$276,800 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-007-0000C
11604,Two Family Conversio,Two Family,Average,1,1,Aluminum/Vinyl,,Gable,Asphalt,Dry Wall,,Hardwood,,,Water Fh,None,3 Bedrooms,1,1,0,6,,,1368,1144,Concrete,Full,,,,,,29989,12 DEARBORN ST,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\10\64\52.jpg,1985,"1,368","$335,111 ",85,"$284,800 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-007-00010
11605,Ranch,Single Family,Average,1,1,Aluminum/Vinyl,,Gable,Asphalt,Plasters,,Hardwood,,Oil,Water Fh,None,3 Bedrooms,1,1,0,5,,,1005,1005,Concrete,Full,,,,,,18494,6 DEBORAH RD,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\03\13\21-023-0030R.jpg,1958,"1,005","$284,715 ",70,"$199,300 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-007-00011
11606,Raised Ranch,Single Family,Average,1,1,Clapboard,,Gable,Asphalt,Dry Wall,,Hardwood,,,Forced Air,Central,3 Bedrooms,1,1,0,7,,,1196,1196,Concrete,Full,,,,,,30011,22 DEARBORN ST ,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\04\47\35-020-00263.jpg,1979,"1,196","$353,754 ",84,"$297,200 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-007-00012
11607,Ranch,Single Family,Average,1,1,Aluminum/Vinyl,,Gable,Asphalt,Dry Wall,,Hardwood,,Oil,Forced Air,None,3 Bedrooms,1,0,1,5,,,1110,1110,Concrete,Full,,,,,,18485,7 DEBORAH RD,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\03\13\21-023-00031.jpg,1958,"1,127","$281,313 ",70,"$196,900 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-007-00013
11608,Ranch,Single Family,Average,1,1,Aluminum/Vinyl,,Gable,Asphalt,Dry Wall,,Hardwood,,Gas,Forced Air,None,3 Bedrooms,1,1,0,5,,,981,981,Concrete,Full,,,,,,18492,1 DEBORAH RD,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\03\13\21-023-0027R.jpg,1958,981,"$268,601 ",76,"$204,100 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-007-00014
11609,Ranch,Single Family,Average,1,1,Aluminum/Vinyl,Veneer Brk/Stn,Hip,Asphalt,Plasters,,Hardwood,,Oil,Steam,None,3 Bedrooms,1,1,0,5,,,960,960,Concrete,Full,,,,,,18467,2 DEBORAH RD,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\03\13\21-022-00009.jpg,1954,986,"$268,786 ",70,"$188,200 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-007-00015
11610,Ranch,Single Family,Average,1,1,Aluminum/Vinyl,,Gable,Asphalt,Plasters,,Hardwood,,Oil,Forced Air,None,3 Bedrooms,1,0,0,5,,,1005,1005,Concrete,Full,,,,,,18486,9 DEBORAH RD,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\09\58\53.jpg,1958,"1,005","$264,500 ",70,"$185,200 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-007-00016
11611,Ranch,Single Family,Average,1,1,Aluminum/Vinyl,,Gable,Asphalt,Plasters,,Hardwood,,Oil,Water Fh,None,3 Bedrooms,1,0,1,5,,,1062,1062,Concrete,Full,,,,,,18496,10 DEBORAH RD,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\03\13\21-023-0034R.jpg,1959,"1,110","$277,627 ",70,"$194,300 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-007-00017
11612,Ranch,Single Family,Average,1,1,Aluminum/Vinyl,,Gable,Asphalt,Dry Wall,,Hardwood,,Oil,Forced Air,None,3 Bedrooms,1,0,0,5,,,1008,1008,Concrete,Full,,,,,,18495,8 DEBORAH RD,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\03\13\21-023-0032R.jpg,1959,"1,008","$258,187 ",70,"$180,700 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-007-00018
11613,Ranch,Single Family,Average,1,1,Aluminum/Vinyl,,Gable,Asphalt,Plasters,,Hardwood,,Oil,Water Fh,None,3 Bedrooms,1,1,1,6,,,1051,1051,Concrete,Full,,,,,,18499,16 DEBORAH RD,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\03\13\21-023-0040R.jpg,1959,"1,051","$287,085 ",76,"$218,200 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-007-00019
11614,Ranch,Single Family,Average,1,1,Aluminum/Vinyl,,Gable,Asphalt,Dry Wall,,Hardwood,,Oil,Forced Air,Central,3 Bedrooms,1,0,0,5,,,1005,1005,Concrete,Full,,,,,,18498,14 DEBORAH RD ,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\03\13\21-023-0038R.jpg,1958,"1,005","$280,838 ",76,"$213,400 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-007-0001R
11615,Ranch,Single Family,Average,1,1,Aluminum/Vinyl,,Gable,Asphalt,Plasters,,Hardwood,,Gas,Forced Air,Central,3 Bedrooms,1,1,1,7,,,1005,1005,Concrete,Full,,,,,,18488,15 DEBORAH RD,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\03\13\21-023-00037.jpg,1958,"1,101","$288,078 ",70,"$201,700 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-007-00020
11616,Ranch,Single Family,Average,1,1,Aluminum/Vinyl,,Gable,Asphalt,Plasters,,Hardwood,,Oil,Water Fh,None,3 Bedrooms,1,1,0,5,,,1110,1110,Concrete,Full,,,,,,18487,11 DEBORAH RD,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\03\13\21-023-00035.jpg,1958,"1,110","$308,333 ",70,"$215,800 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-007-00021
11617,Ranch,Single Family,Average,1,1,Aluminum/Vinyl,,Gable,Asphalt,Plasters,,Hardwood,,Oil,Forced Air,None,3 Bedrooms,1,0,0,6,,,1149,1149,Concrete,Full,,,,,,18497,12 DEBORAH RD,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\03\13\21-023-0036R.jpg,1958,"1,149","$277,568 ",76,"$211,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-007-00022
11618,Ranch,Single Family,Average,1,1,Clapboard,,Gable,Asphalt,Plasters,,Carpet,,Oil,Water Fh,None,2 Bedrooms,1,1,0,6,,,1008,1008,Concrete,Full,,,,,,18489,17 DEBORAH RD,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\03\13\21-023-00039.jpg,1958,"1,248","$296,929 ",70,"$207,900 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-007-00023
11619,Conventional,Single Family,Average,1.75,1,Asphalt/Asbest,,Gable,Asphalt,Plasters,,Hardwood,,,Water Fh,None,3 Bedrooms,1,0,0,7,,,644,878,Brick,Full,,,,,,4214,9 DECATUR ST,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\01\47\06-023-00019.jpg,1890,"1,361","$254,700 ",54,"$137,500 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-007-00024
11620,Three Family,Three Family,Fair To Avg,3,3,Wood Shingle,,Hip,Asphalt,Plasters,,Hardwood,,Oil,Steam 2/3,None,6 Bedrooms,3,0,0,15,,,1044,1226,Stone,Full,,,,,,4248,3 DECATUR ST,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\12\12\93.jpg,1890,"3,132","$454,009 ",53,"$240,600 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-007-00025
11621,Two Family,Two Family,Average,2.1,2,Aluminum/Vinyl,,Gable,Asphalt,Plasters,,Hardwood,,,Steam 1/2,None,6 Bedrooms,3,0,0,13,,,1474,1220,Brick,Full,,,,,,4212,8 DECATUR ST,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\01\47\06-023-00017.jpg,1890,"3,192","$527,518 ",60,"$316,500 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-007-00026
11622,Multi Res 4-8 Units,4 - 8 Units,Good To Vg,2.5,3,Aluminum/Vinyl,,Gable,Asphalt,Plasters,,Softwood,,,Steam 2/3,Central,9+ Bedrooms,4,0,0,15,,,1060,1224,Brick,Full,4,,,,,4215,15 DECATUR ST,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\12\44\10.jpg,1890,"2,972","$762,047 ",88,"$670,600 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-007-00027
11623,Ranch,Single Family,Average,1,1,Aluminum/Vinyl,,Gable,Asphalt,Dry Wall,,Hardwood,,Oil,Steam,None,3 Bedrooms,1,0,0,5,,,1005,1005,Concrete,Full,,,,,,18490,19 DEBORAH RD,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\09\58\52.jpg,1958,"1,005","$281,013 ",76,"$213,600 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-007-00028
11624,Three Fam Conversion,Three Family,Average,1.75,3,Aluminum/Vinyl,,Gable,Asphalt,Plasters,,Hardwood,,,Steam 1/2,None,5 Bedrooms,3,0,0,14,,,775,2051,Brick,Full,,,,,,4232,16 DECATUR ST ,https://images.vgsi.com/photos2/WorcesterMAPhotos//\0137\P1110016_137083.JPG,1890,"3,714","$587,635 ",60,"$352,600 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-007-00029
11625,Typical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25307,1 DEDHAM PL,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\04\08\31-016-55-58.jpg,,0,$0 ,,$0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-007-00030
11626,Typical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55470,2 DEDHAM PL,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\08\46\84.jpg,,0,$0 ,,$0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-007-00031
11627,Half Duplex,Single Family,Good,1,1,Aluminum/Vinyl,,Gable,Asphalt,Dry Wall,,Hardwood,,Oil,Forced Air,Central,2 Bedrooms,3,0,0,7,,,1560,1560,Concrete,Full,,,,,,25781,6 DEEPDALE RD ,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\04\11\32-014-00329.jpg,2008,"1,560","$394,117 ",92,"$362,600 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-007-0003R
11628,Half Duplex,Single Family,Good,1,1,Aluminum/Vinyl,,Gable,Asphalt,Dry Wall,,Hardwood,,,Forced Air,Central,2 Bedrooms,2,0,0,7,,,1560,1560,Concrete,Full,,,,,,56743,8 DEEPDALE RD,https://images.vgsi.com/photos2/WorcesterMAPhotos//default.jpg,2008,"1,560","$378,271 ",92,"$348,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-007-0004B
11629,Ranch,Single Family,Average,1,1,Aluminum/Vinyl,,Gable,Asphalt,Dry Wall,,Carpet,,,Water Fh,None,3 Bedrooms,1,1,0,8,,,1144,1144,Concrete,Full,,,,,,25780,10 DEEPDALE RD,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\04\11\32-014-00326.jpg,1952,"1,144","$314,562 ",66,"$207,600 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-007-0006A
11630,Half Duplex,Single Family,Avg To Good,2,1,Aluminum/Vinyl,,Gable,Asphalt,Dry Wall,,Hardwood,,,Forced Air,Central,3 Bedrooms,2,1,,5,,,,,Concrete,Full,,,,,,58960,22 DEEPDALE RD,https://images.vgsi.com/photos2/WorcesterMAPhotos//default.jpg,2012,"1,476","$305,470 ",96,"$293,300 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-008-00004
11631,Cape Cod,Single Family,Average,1.5,1,Aluminum/Vinyl,,Gable,Asphalt,Dry Wall,,Hardwood,,,Forced Air,None,3 Bedrooms,1,1,1,6,,,915,915,Concrete Block,Full,,,,,,25797,28 DEEPDALE RD,https://images.vgsi.com/photos2/WorcesterMAPhotos//\0133\P1090231_133129.jpg,1953,"1,353","$288,069 ",70,"$201,600 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-008-00006
11632,Conventional,Single Family,Average,1.5,1,Aluminum/Vinyl,,Gable,Asphalt,Plasters,,Hardwood,,,Forced Air,None,3 Bedrooms,1,0,0,5,,,676,260,Concrete,Crawl,,,,,,25798,24 DEEPDALE RD,https://images.vgsi.com/photos2/WorcesterMAPhotos//\0133\P1090229_133128.jpg,1940,884,"$206,352 ",66,"$136,200 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-008-00007
11633,Half Duplex,Single Family,Avg To Good,2,1,Aluminum/Vinyl,,Gable,Asphalt,Dry Wall,,Hardwood,,,Forced Air,Central,3 Bedrooms,2,1,,5,,,,,Concrete,Full,,,,,,58356,20 DEEPDALE RD,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\06\89\90.jpg,2012,"1,476","$305,470 ",96,"$293,300 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-009-00001
