,Style,Model,Grade,Stories,Occupancy,Exterior_Wall1,Exterior_Wall2,Roof_Structure,Roof_Cover,Interior_Wall1,Interior_Wall2,Interior_Flr1,Interior_Flr2,Heat_Fuel,Heat_Type,AC_Type,Total_Bedrooms,Total_Full_Bthrms,Total_Half_Baths,Total_Xtra_Fixtrs,Total_Rooms,Bathrm_Style,Kitchen_Style,Base_Area,Cndtn,Fdtn_Type,Bsmt_Type,Total_Kitchens,Fireplaces,Half_Bath_Grade,FndtnCndtn,Basement,PID,Location,Image,Year_Built,Living_Area,Replacement_Cost,Building_percent_Good,Less_Depreciation,Grade,Roof_Structure,Interior_Floor1,Interior_Floor2,Ext_Qual,Int_Qual,Struct_Class,Bldg_Use,Bath_Grade,Elevator,Sprinkler,1st_Floor_Use,Heat_AC,Frame_Type,Baths_Plumbing,Ceiling_Wall,Rooms_Prtns,Wall_Height,percent_Comn_Wall,Interior_Wall1,Interior_Wall2,Heat_Sys,Ttl_Bedrms,Ttl_Bathrms,Ttl_Half_Bths,Xtra_Fixtres,Bath_Style,Kitchen_Style,Kitchen_Type,Kitchen_Func,Primary_Bldg_Use,Pct_Com_Int,Atypical,Park_Type,Park_Own,Park_Tandem,FIREPLACES,Floor_Number,Base_Flr_Pm,End_Unit,Attic_Fin_Pct,Bsmt_Fin_Pct,Special_Feature,Kitchen_Grade,Residential_Units,Exterior_Wall1,Exterior_Wall2,Cmrcl_Units,ResCom_Units,Section_num,Parking_Spaces,Section_Style,Foundation,Security,Condo_Appeal,Remod_Ext,Super,Grade2,acctnum
24200,Ranch,Single Family,Average,1,1,Clapboard,,Hip,Asphalt,Plasters,,Hardwood,,,Water Fh,None,2 Bedrooms,1,0,0,5,,,1288,1288,Concrete,Full,,,,,,25597,24 LANESBORO RD,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\04\10\32-005-00019.jpg,1954,"1,288","$292,473 ",70,"$204,700 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-018-H-126
24201,Colonial,Single Family,Good,2,1,Aluminum/Vinyl,,Gable,Asphalt,Dry Wall,,Hardwood,,,Forced Air,Central,3 Bedrooms,2,1,1,5,,,,,Concrete,Full,,,,,,56930,26 LANESBORO RD,https://images.vgsi.com/photos2/WorcesterMAPhotos//default.jpg,2018,"1,976","$427,556 ",100,"$427,600 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-018-H-127
24202,Cape Cod,Single Family,Average,1.75,1,Wood Shingle,,Gable,Asphalt,Plasters,,Hardwood,,,Steam,None,4 Bedrooms,2,0,0,7,,,840,840,Stone,Full,,,,,,25604,28 LANESBORO RD,https://images.vgsi.com/photos2/WorcesterMAPhotos//\0129\P1070457_129734.JPG,1947,"2,525","$422,553 ",66,"$278,900 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-018-I-128
24203,Ranch,Single Family,Average,1,1,Aluminum/Vinyl,Veneer Brk/Stn,Gable,Asphalt,Plasters,,Hardwood,,,Water Fh,None,3 Bedrooms,2,0,0,6,,,1367,1111,Concrete Block,Full,,,,,,26475,29 LANESBORO RD,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\04\17\32-043-00003.jpg,1957,"1,367","$354,702 ",70,"$248,300 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-018-I-129
24204,Cape Cod,Single Family,Average,1.5,1,Clapboard,,Gable,Asphalt,Plasters,,Hardwood,,,Forced Air,None,3 Bedrooms,2,1,0,6,,,1172,1172,Concrete Block,Full,,,,,,26476,31 LANESBORO RD,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\04\17\32-043-00006.jpg,1950,"1,637","$341,342 ",66,"$225,300 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-018-I-130
24205,Raised Ranch,Single Family,Average,1,1,Aluminum/Vinyl,,Gable,Asphalt,Dry Wall,,Carpet,Asphalt Tile,,Forced Air,Central,3 Bedrooms,3,0,,6,,,1428,1248,Concrete,Full,,,,,,56929,30 LANESBORO RD,https://images.vgsi.com/photos2/WorcesterMAPhotos//default.jpg,2010,"1,428","$366,054 ",97,"$355,100 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-018-I-131
24206,Colonial,Single Family,Average,2,1,Aluminum/Vinyl,,Gable,Asphalt,Dry Wall,,Hardwood,,,Water Fh,None,4 Bedrooms,3,0,,7,,,1076,1076,Concrete,Full,,,,,,39777,32 LANESBORO RD,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\05\63\49-024-052-3.jpg,2006,"2,152","$404,464 ",90,"$364,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-018-I-132
24207,Raised Ranch,Single Family,Avg To Good,1,1,Aluminum/Vinyl,,Gable,Asphalt,Dry Wall,,Hardwood,,Gas,Forced Air,Central,3 Bedrooms,2,1,,6,,,,,Concrete,Full,,,,,,39776,34 LANESBORO RD,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\07\16\61.jpg,2012,"1,426","$393,600 ",96,"$377,900 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-018-I-133
24208,Ranch,Single Family,Average,1,1,Clapboard,Wood Shingle,Gable,Asphalt,Plasters,,Hardwood,,,Water Fh,None,3 Bedrooms,1,0,0,5,,,1104,1056,Concrete,Full,,,,,,26491,54 LANESBORO RD,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\04\17\32-044-00016.jpg,1951,"1,104","$296,829 ",74,"$219,700 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-018-I-134
24209,Raised Ranch,Single Family,Avg To Good,1,1,Aluminum/Vinyl,,Gable,Asphalt,Dry Wall,,Hardwood,,Gas,Forced Air,Central,3 Bedrooms,3,0,,6,,,,,Concrete,Full,,,,,,39775,36 LANESBORO RD,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\07\24\73.jpg,2012,"1,426","$395,740 ",96,"$379,900 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-018-I-135
24210,Ranch,Single Family,Average,1,1,Clapboard,,Gable,Asphalt,Dry Wall,,Carpet,,,Water Fh,Central,3 Bedrooms,2,0,0,6,,,1283,1283,Concrete,Full,,,,,,26492,56 LANESBORO RD ,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\04\17\32-044-00041.jpg,1994,"1,283","$310,679 ",87,"$270,300 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-018-I-136
24211,Typical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55559,74 LANESBORO RD,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\04\17\32-043-00004.jpg,,0,$0 ,,$0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-018-I-137
24212,Colonial,Single Family,Average,2,1,Aluminum/Vinyl,,Gable,Asphalt,Dry Wall,,Carpet,,,Water Fh,None,3 Bedrooms,2,1,0,6,,,1008,1008,Concrete,Full,,,,,,26544,78 LANESBORO RD ,https://images.vgsi.com/photos2/WorcesterMAPhotos//\0138\P1010933_138141.JPG,2001,"2,016","$362,468 ",86,"$311,700 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-018-I-138
24213,Raised Ranch,Single Family,Average,1,1,Aluminum/Vinyl,,Gable,Asphalt,Dry Wall,,Hardwood,,Oil,Forced Air,None,3 Bedrooms,1,0,0,6,,,981,950,Concrete,Full,1,,,,,26543,80 LANESBORO RD ,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\04\17\32-057-00004.jpg,1985,981,"$306,097 ",85,"$260,200 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-018-I-139
24214,Raised Ranch,Single Family,Average,1,1,Aluminum/Vinyl,,Gable,Asphalt,Dry Wall,,Carpet,,,Water Fh,None,3 Bedrooms,2,0,0,6,,,1036,1000,Concrete,Full,,,,,,26542,86 LANESBORO RD,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\04\17\32-057-00003.jpg,1987,"1,036","$312,479 ",85,"$265,600 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-018-I-140
24215,Raised Ranch,Single Family,Avg To Good,1,1,Aluminum/Vinyl,,Gable,Asphalt,Dry Wall,,Carpet,,,Electric,None,3 Bedrooms,2,0,0,8,,,1652,1248,Concrete,Full,,,,,,26540,90 LANESBORO RD,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\04\17\32-057-00001.jpg,1987,"1,652","$380,070 ",85,"$323,100 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-018-I-141
24216,Ranch,Single Family,Avg To Good,1,1,Aluminum/Vinyl,,Gable,Asphalt,Dry Wall,,Hardwood,,,Forced Air,Central,3 Bedrooms,2,0,0,6,,,1257,1257,Concrete,Full,,,,,,26541,88 LANESBORO RD,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\04\17\32-057-00002.jpg,2002,"1,257","$355,700 ",86,"$305,900 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-018-I-142
24217,Two Family,Two Family,Average,2.1,2,Aluminum/Vinyl,,Gable,Asphalt,Plasters,,Hardwood,,,Steam,None,4 Bedrooms,2,0,0,8,,,880,880,Stone,Full,,,,,,2744,2 LANGDON ST,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\01\30\05-013-00029.jpg,1905,"1,760","$363,254 ",60,"$218,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-018-I-143
24218,Garage Warehouse,Commercial,,1,1,Aluminum/Vinyl,Concrete Block,,T&G Comm,,,,,,,,,,,,,,,,,,,,,,,,52371,4 LANGDON ST ,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\01\30\05-013-00030.jpg,1930,"1,388","$96,480 ",45,"$43,400 ",AVE MASONRY,Wood Truss,Concrete Fin,,FAIR,FAIR,,COMM WHSE,,0,0,3160,Space Heater,Masonry,Average,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-018-I-144
24219,Typical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52374,9 LANGDON ST,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\10\72\68.jpg,,0,$0 ,,$0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-019-00001
24220,Garage Warehouse,Commercial,,1,,Concrete Block,Aluminum/Vinyl,,Metal/Tin,Drywall/Shtrk,,,,,,,,,,,,,,,,,,,,,,,52373,10 LANGDON ST,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\07\78\70.jpg,1935,"2,120","$128,960 ",62,"$80,000 ",AVE MASONRY,Steel Frm/Trus,Vinyl/Asphalt,Concrete Fin,AVERAGE,AVERAGE,,COMM WHSE,,0,0,3160,Space Heater,Masonry,Average,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-019-00002
24221,Conventional,Single Family,Average,1.5,1,Aluminum/Vinyl,,Gable,Asphalt,Plasters,,Carpet,,,Water Fh,None,3 Bedrooms,1,1,0,5,,,600,600,Stone,Full,,,,,,2755,13 LANGDON ST,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\01\30\05-013-00056.jpg,1890,900,"$213,929 ",74,"$158,300 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-019-00003
24222,Conventional,Single Family,Average,2.25,1,Asphalt/Asbest,,Gable,Asphalt,Plasters,,Softwood,,,Water Fh,None,3 Bedrooms,2,1,0,10,,,638,778,Brick,Full,,,,,,2745,14 LANGDON ST,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\01\30\05-013-00033.jpg,1890,"1,684","$284,188 ",66,"$187,600 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-019-00004
24223,Three Fam Conversion,Three Family,Good,2.5,3,Aluminum/Vinyl,,Gable,Asphalt,Plasters,,Softwood,,,Typical,None,6 Bedrooms,3,0,0,12,,,,,Brick,Full,,,,,,2746,16 LANGDON ST,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\11\30\11.jpg,1890,"2,006","$480,997 ",60,"$288,600 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-019-00005
24224,Cape Cod,Single Family,Average,1.75,1,Aluminum/Vinyl,,Gable,Asphalt,Plasters,,Hardwood,,,Steam,None,3 Bedrooms,1,0,0,6,,,616,616,Concrete,Full,,,,,,26677,1 LANSING AVE,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\10\19\43.jpg,1940,"1,078","$256,048 ",74,"$189,500 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-019-00006
24225,Three Family,Three Family,Avg To Good,3,3,Aluminum/Vinyl,,Hip,Asphalt,Plasters,,Hardwood,,,Typical,None,9+ Bedrooms,3,0,0,15,,,960,1040,Stone,Full,,,,,,2747,18 LANGDON ST,https://images.vgsi.com/photos2/WorcesterMAPhotos//\0131\20200921_095139_131501.jpg,1890,"2,880","$525,829 ",65,"$341,800 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-019-00141
24226,Cape Cod,Single Family,Average,1.75,1,Aluminum/Vinyl,,Gable,Asphalt,Plasters,,Hardwood,,,Steam,None,3 Bedrooms,2,0,0,6,,,846,846,Stone,Full,,,,,,26689,2 LANSING AVE,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\10\19\90.jpg,1941,"1,386","$303,219 ",74,"$224,400 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-019-00145
24227,Conventional,Single Family,Average,1.1,1,Aluminum/Vinyl,,Gable,Asphalt,Plasters,,Hardwood,,,Steam,None,3 Bedrooms,1,0,0,6,,,946,936,Stone,Full,,,,,,26688,4 LANSING AVE,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\10\19\89.jpg,1930,"1,133","$259,814 ",74,"$192,300 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-019-00155
24228,Bungalow,Single Family,Average,1.75,1,Clapboard,,Gambrel,Asphalt,Plasters,,Hardwood,,,Steam,None,2 Bedrooms,1,0,0,5,,,696,646,Concrete Block,Full,,,,,,26678,3 LANSING AVE,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\04\19\33-008-00003.jpg,1928,"1,146","$229,815 ",66,"$151,700 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-019-00203
24229,Bungalow,Single Family,Average,1.75,1,Aluminum/Vinyl,,Gable,Asphalt,Plasters,,Hardwood,,,Water Fh,None,3 Bedrooms,2,1,0,7,,,960,720,Concrete,Full,,,,,,26679,5 LANSING AVE,https://images.vgsi.com/photos2/WorcesterMAPhotos//\0128\20200729_100425_128972.jpg,1910,"1,500","$296,601 ",74,"$219,500 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-019-00213
24230,Two Family,Two Family,Average,2,2,Aluminum/Vinyl,,Hip,Asphalt,Plasters,Dry Wall,Hardwood,,Gas,Steam,None,2 Bedrooms,2,0,1,8,,,1008,1008,Stone,Full,2,,,,,26687,6 LANSING AVE,https://images.vgsi.com/photos2/WorcesterMAPhotos//\0144\IMG_5149_144133.JPG,1924,"2,016","$359,200 ",72,"$258,600 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-019-00215
24231,Colonial,Single Family,Avg To Good,2,1,Aluminum/Vinyl,,Gambrel,Asphalt,Plasters,,Hardwood,,Oil,Water Fh,None,4 Bedrooms,2,0,0,7,,,880,600,Concrete,Full,,,,,,26680,7 LANSING AVE,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\10\19\40.jpg,1930,"1,480","$300,202 ",74,"$222,100 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-019-00219
24232,Colonial,Single Family,Average,2,1,Aluminum/Vinyl,,Gable,Asphalt,Plasters,,Hardwood,,,Steam,None,4 Bedrooms,2,0,0,7,,,936,936,Stone,Full,,,,,,26686,8 LANSING AVE,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\04\19\33-008-00027.jpg,1939,"1,872","$339,701 ",74,"$251,400 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-019-00226
24233,Bungalow,Single Family,Average,1.1,1,Aluminum/Vinyl,,Gable,Asphalt,Plasters,,Hardwood,,,Steam,None,2 Bedrooms,1,0,1,5,,,816,816,Stone,Full,,,,,,26681,9 LANSING AVE,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\10\19\37.jpg,1923,914,"$226,427 ",66,"$149,400 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-019-01-1A
24234,Cape Cod,Single Family,Average,1.5,1,Aluminum/Vinyl,,Gable,Asphalt,Plasters,,Hardwood,,,Water Fh,None,3 Bedrooms,1,0,0,6,,,744,744,Stone,Full,,,,,,26736,14 LANSING AVE,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\10\19\84.jpg,1942,"1,116","$261,031 ",66,"$172,300 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-019-01-1B
24235,Two Family,Two Family,Average,2.1,2,Aluminum/Vinyl,,Gable,Asphalt,Plasters,,Hardwood,,,Steam,None,4 Bedrooms,2,0,2,10,,,1061,1061,Stone,Full,,,,,,26684,15 LANSING AVE,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\10\19\24.jpg,1940,"2,130","$401,219 ",60,"$240,700 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-019-01-1C
24236,Cape Cod,Single Family,Average,1.5,1,Aluminum/Vinyl,,Gable,Asphalt,Plasters,,Hardwood,Carpet,,Water Fh,None,3 Bedrooms,2,0,0,6,,,780,780,Stone,Full,,,,,,26714,17 LANSING AVE,https://images.vgsi.com/photos2/WorcesterMAPhotos//\0127\20200629_115944_127716.jpg,1928,"1,170","$274,103 ",85,"$233,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-019-01-1D
24237,Conventional,Single Family,Average,1.75,1,Aluminum/Vinyl,,Gable,Asphalt,Plasters,,Hardwood,,,Steam,None,3 Bedrooms,1,1,0,6,,,1012,988,Stone,Full,,,,,,26682,11 LANSING AVE,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\10\19\34.jpg,1930,"1,765","$325,921 ",66,"$215,100 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-019-01-2A
24238,Conventional,Single Family,Average,1.5,1,Aluminum/Vinyl,,Gable,Asphalt,Plasters,,Hardwood,,,Steam,None,3 Bedrooms,1,1,0,7,,,1028,768,Stone,Full,,,,,,26722,16 LANSING AVE,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\10\19\81.jpg,1921,"1,412","$284,963 ",74,"$210,900 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-019-01-2B
24239,Cape Cod,Single Family,Average,1.5,1,Aluminum/Vinyl,,Gable,Asphalt,Plasters,,Hardwood,,,Steam,None,3 Bedrooms,1,0,0,6,,,832,832,Stone,Full,,,,,,26721,22 LANSING AVE,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\10\19\79.jpg,1941,"1,248","$273,169 ",66,"$180,300 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-019-01-2C
24240,Cape Cod,Single Family,Average,1.5,1,Aluminum/Vinyl,,Gable,Asphalt,Dry Wall,,Hardwood,,,Steam,None,4 Bedrooms,2,0,0,6,,,780,780,Stone,Full,,,,,,26711,19 LANSING AVE,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\10\19\20.jpg,1939,"1,170","$277,734 ",74,"$205,500 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-019-01-2D
24241,Cape Cod,Single Family,Average,1.5,1,Aluminum/Vinyl,,Gable,Asphalt,Plasters,,Hardwood,,,Steam,None,3 Bedrooms,1,0,0,6,,,832,832,Stone,Full,,,,,,26720,24 LANSING AVE,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\04\19\33-009-00019.jpg,1924,"1,248","$282,338 ",74,"$208,900 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-019-01-3A
24242,Ranch,Single Family,Average,1,1,Aluminum/Vinyl,,Gable,Asphalt,Plasters,,Hardwood,,,Steam,None,2 Bedrooms,1,0,0,4,,,884,884,Concrete,Full,,,,,,26715,21 LANSING AVE,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\10\19\16.jpg,1959,884,"$245,277 ",76,"$186,400 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-019-01-3B
24243,Cape Cod,Single Family,Average,1.75,1,Aluminum/Vinyl,,Gable,Asphalt,Plasters,,Hardwood,,,Steam,None,3 Bedrooms,1,1,0,6,,,910,910,Concrete,Full,1,,Average,,,27047,31 LANSING AVE WEST,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\08\32\10.jpg,1952,"1,593","$355,999 ",74,"$263,400 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-019-01-3C
24244,Cape Cod,Single Family,Good,1.75,1,Wood Shingle,,Gable,Asphalt,Plasters,,Hardwood,,,Steam,None,3 Bedrooms,1,1,0,6,,,808,808,Stone,Full,,,,,,27045,33 LANSING AVE WEST,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\08\32\08.jpg,1948,"1,384","$329,071 ",85,"$279,700 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-019-01-3D
24245,Ranch,Single Family,Average,1,1,Aluminum/Vinyl,,Gable,Asphalt,Plasters,,Hardwood,,,Forced Air,None,2 Bedrooms,1,0,0,5,,,1082,962,Concrete,Full,,,,,,26735,25 LANSING AVE,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\10\19\18.jpg,1956,"1,082","$259,147 ",70,"$181,400 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-019-01-4A
24246,Cape Cod,Single Family,Average,1.5,1,Aluminum/Vinyl,,Gable,Asphalt,Plasters,,Hardwood,,,Steam,None,3 Bedrooms,1,0,0,6,,,1156,1156,Stone,Full,,,,,,27042,35 LANSING AVE WEST ,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\06\47\86.jpg,1949,"1,726","$332,608 ",74,"$246,100 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-019-01-4B
24247,Cape Cod,Single Family,Average,1.75,1,Aluminum/Vinyl,,Gable,Asphalt,Plasters,,Hardwood,,,Steam,None,3 Bedrooms,2,0,0,6,,,918,918,Stone,Full,,,,,,27046,30 LANSING AVE WEST,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\10\16\48.jpg,1948,"1,607","$330,391 ",74,"$244,500 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-019-01-4C
24248,Cape Cod,Single Family,Average,1.75,1,Aluminum/Vinyl,,Gable,Asphalt,Plasters,,Hardwood,,,Forced Air,None,3 Bedrooms,1,1,0,7,,,960,960,Concrete,Full,,,,,,27043,32 LANSING AVE WEST,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\10\39\23.jpg,1950,"1,596","$335,273 ",74,"$248,100 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-019-01-4D
24249,Ranch,Single Family,Avg To Good,1,1,Aluminum/Vinyl,,Gable,Asphalt,Plasters,,Hardwood,,,Water Fh,None,3 Bedrooms,1,0,0,7,,,690,690,Concrete,Full,,,,,,27039,36 LANSING AVE WEST,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\04\22\33-030-00025.jpg,1952,786,"$257,886 ",85,"$219,200 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-019-02-1A
24250,Cape Cod,Single Family,Average,2,1,Aluminum/Vinyl,,Gable,Asphalt,Plasters,,Hardwood,,,Steam,None,3 Bedrooms,2,0,0,7,,,1148,936,Concrete,Full,,,,,,27041,34 LANSING AVE WEST,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\10\16\46.jpg,1950,"1,724","$338,551 ",74,"$250,500 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-019-02-1B
24251,Cape Cod,Single Family,Average,1.5,1,Aluminum/Vinyl,,Gable,Asphalt,Plasters,,Vinyl Tile,,,Steam,None,4 Bedrooms,1,0,0,6,,,960,,Slab,None,,,,,,27040,37 LANSING AVE WEST,https://images.vgsi.com/photos2/WorcesterMAPhotos//\00\04\22\33-030-00026.jpg,1949,"1,360","$286,297 ",66,"$189,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-019-02-1C
